image_name,optimal_clusters
000000112207,25
000000112201,3
000000112226,6
000000112212,3
000000112208,24
000000112228,3
000000112240,3
000000112250,20
000000112232,3
000000112235,3
000000112252,19
000000112253,4
000000112269,3
000000112327,10
000000112272,4
000000112320,3
000000112286,4
000000112289,4
000000112295,3
000000112337,25
000000112329,6
000000112342,3
000000112349,3
000000112359,3
000000112358,4
000000112362,5
000000112363,3
000000112372,3
000000112377,21
000000112385,4
000000112388,3
000000112394,25
000000112395,3
000000112410,10
000000112409,3
000000112444,23
000000112437,25
000000112440,13
000000112443,3
000000112453,3
000000112478,3
000000112493,5
000000112459,24
000000112480,21
000000112482,4
000000112486,23
000000112495,26
000000112517,4
000000112497,3
000000112525,4
000000112536,22
000000112553,3
000000112562,3
000000112568,14
000000112572,3
000000112574,3
000000112584,4
000000112573,3
000000112582,3
000000112581,6
000000112577,26
000000112586,9
000000112590,3
000000112604,3
000000112614,3
000000112591,7
000000112608,5
000000112605,14
000000112619,18
000000112639,3
000000112622,10
000000112651,8
000000112656,4
000000112664,3
000000112671,5
000000112657,26
000000112661,5
000000112673,5
000000112692,3
000000112697,10
000000112688,3
000000112677,7
000000112698,3
000000112703,4
000000112702,3
000000112720,4
000000112706,23
000000112708,3
000000112726,3
000000112707,3
000000112734,3
000000112747,21
000000112719,25
000000112732,12
000000112739,3
000000112737,5
000000112751,23
000000112783,5
000000112769,11
000000112757,3
000000112770,3
000000112785,18
000000112800,3
000000112793,3
000000112816,23
000000112811,25
000000112807,3
000000112805,3
000000112801,3
000000112820,3
000000112818,24
000000112830,3
000000112841,26
000000112832,25
000000112845,3
000000112849,22
000000112836,6
000000112858,14
000000112860,23
000000112865,3
000000112882,3
000000112867,3
000000112896,3
000000112897,4
000000112887,25
000000112899,4
000000112905,3
000000112904,26
000000112938,3
000000112915,5
000000112922,22
000000112949,3
000000112950,5
000000112928,23
000000112951,18
000000112941,4
000000112956,6
000000112980,3
000000112978,25
000000112959,4
000000112988,3
000000112989,19
000000112995,8
000000112992,5
000000113001,21
000000112996,21
000000113009,3
000000113019,26
000000113021,24
000000113026,6
000000113045,3
000000113023,14
000000113032,26
000000113037,26
000000113040,16
000000113049,3
000000113041,3
000000113054,21
000000113052,5
000000113058,3
000000113077,20
000000113082,25
000000113089,3
000000113095,3
000000113097,16
000000113106,3
000000113112,4
000000113114,6
000000113113,25
000000113123,16
000000113126,5
000000113127,3
000000113128,4
000000113142,3
000000113132,3
000000113144,3
000000113159,3
000000113139,3
000000113140,25
000000113147,10
000000113152,4
000000113150,3
000000113173,6
000000113166,4
000000113168,3
000000113192,4
000000113182,3
000000113185,26
000000113205,23
000000113199,5
000000113211,7
000000113212,25
000000113216,9
000000113223,8
000000113236,7
000000113233,11
000000113246,4
000000113244,26
000000113251,3
000000113248,3
000000113252,4
000000113261,10
000000113259,15
000000113276,25
000000113271,3
000000113294,5
000000113293,3
000000113282,26
000000113309,3
000000113310,3
000000113325,13
000000113313,3
000000113315,26
000000113317,3
000000113334,26
000000113326,3
000000113333,3
000000113328,7
000000113338,3
000000113367,3
000000113360,3
000000113369,3
000000113387,4
000000113385,4
000000113389,10
000000113370,3
000000113391,3
000000113393,7
000000113397,5
000000113402,3
000000113408,3
000000113413,3
000000113412,8
000000113415,3
000000113418,3
000000113436,24
000000113437,3
000000113440,3
000000113442,3
000000113449,3
000000113455,3
000000113461,23
000000113488,23
000000113473,5
000000113481,3
000000113495,3
000000113493,20
000000113501,3
000000113512,24
000000113504,24
000000113513,3
000000113537,3
000000113525,3
000000113521,26
000000113533,26
000000113556,24
000000113559,4
000000113570,3
000000113561,3
000000113579,4
000000113571,3
000000113590,3
000000113588,26
000000113594,3
000000113617,3
000000113593,9
000000113599,26
000000113634,3
000000113606,3
000000113630,17
000000113598,3
000000113619,3
000000113678,21
000000113649,3
000000113638,24
000000113668,24
000000113654,3
000000113660,11
000000113676,5
000000113672,3
000000113708,3
000000113698,3
000000113700,3
000000113701,12
000000113707,4
000000113716,14
000000113721,9
000000113722,24
000000113762,8
000000113725,3
000000113724,3
000000113756,3
000000113745,25
000000113736,3
000000113757,5
000000113772,11
000000113787,5
000000113801,4
000000113806,3
000000113810,23
000000113812,3
000000113828,20
000000113836,3
000000113839,3
000000113844,17
000000113857,14
000000113846,7
000000113845,5
000000113851,3
000000113852,3
000000113879,4
000000113890,11
000000113861,9
000000113860,6
000000113893,4
000000113897,8
000000113880,3
000000113898,25
000000113949,3
000000113929,7
000000113905,25
000000113935,7
000000113944,24
000000113914,6
000000113945,8
000000113951,4
000000113970,18
000000113967,3
000000113956,3
000000113977,26
000000113975,9
000000113962,8
000000113952,3
000000113991,3
000000113982,25
000000113979,25
000000113989,6
000000113985,3
000000114024,16
000000113998,4
000000114025,23
000000114027,3
000000114028,3
000000114033,4
000000114045,4
000000114035,26
000000114034,17
000000114052,9
000000114055,3
000000114060,22
000000114080,3
000000114083,3
000000114061,3
000000114079,3
000000114077,3
000000114068,3
000000114087,26
000000114090,3
000000114108,26
000000114093,3
000000114132,6
000000114101,26
000000114126,5
000000114119,3
000000114139,3
000000114140,5
000000114149,4
000000114141,21
000000114144,3
000000114142,5
000000114147,11
000000114152,3
000000114153,3
000000114158,3
000000114172,20
000000114164,3
000000114173,11
000000114162,8
000000114169,25
000000114175,22
000000114174,25
000000114177,3
000000114185,12
000000114183,22
000000114178,19
000000114184,4
000000114187,3
000000114194,4
000000114219,9
000000114202,9
000000114203,3
000000114204,3
000000114222,3
000000114229,23
000000114225,6
000000114226,17
000000114239,4
000000114230,8
000000114235,3
000000114246,3
000000114249,26
000000114240,24
000000114250,3
000000114256,3
000000114259,26
000000114258,25
000000114269,3
000000114274,6
000000114282,3
000000114286,3
000000114288,3
000000114291,9
000000114303,24
000000114310,5
000000114313,4
000000114317,3
000000114327,3
000000114316,18
000000114326,25
000000114330,5
000000114333,22
000000114338,5
000000114341,23
000000114335,3
000000114340,3
000000114348,7
000000114352,26
000000114389,3
000000114353,24
000000114375,3
000000114363,3
000000114398,26
000000114392,5
000000114401,4
000000114399,26
000000114403,26
000000114404,18
000000114414,3
000000114408,21
000000114453,6
000000114419,3
000000114421,15
000000114420,26
000000114424,3
000000114458,20
000000114459,3
000000114464,3
000000114473,26
000000114474,3
000000114468,5
000000114479,3
000000114469,23
000000114481,20
000000114500,3
000000114504,14
000000114503,14
000000114510,25
000000114515,5
000000114505,3
000000114519,24
000000114521,3
000000114535,3
000000114541,10
000000114540,3
000000114586,3
000000114549,3
000000114559,3
000000114561,26
000000114598,25
000000114579,12
000000114629,3
000000114617,3
000000114616,24
000000114648,3
000000114634,3
000000114630,24
000000114624,3
000000114652,3
000000114657,3
000000114653,4
000000114668,3
000000114674,26
000000114673,7
000000114678,6
000000114661,3
000000114677,3
000000114686,5
000000114692,7
000000114684,11
000000114697,3
000000114694,3
000000114698,3
000000114705,5
000000114703,3
000000114701,7
000000114717,25
000000114710,3
000000114726,17
000000114728,5
000000114718,3
000000114741,6
000000114729,13
000000114745,22
000000114744,5
000000114732,3
000000114759,3
000000114748,3
000000114749,4
000000114786,4
000000114784,4
000000114776,4
000000114807,4
000000114788,14
000000114790,3
000000114801,3
000000114828,24
000000114815,4
000000114820,3
000000114829,3
000000114822,3
000000114844,19
000000114830,5
000000114843,7
000000114855,20
000000114846,4
000000114854,3
000000114863,3
000000114861,3
000000114869,4
000000114868,3
000000114870,4
000000114879,3
000000114880,26
000000114886,3
000000114891,3
000000114894,5
000000114898,9
000000114920,5
000000114925,3
000000114917,9
000000114926,3
000000114937,24
000000114947,8
000000114941,6
000000114943,24
000000114940,3
000000114945,4
000000114946,5
000000114954,3
000000114972,3
000000114968,4
000000114978,10
000000114979,23
000000115003,3
000000115005,10
000000115006,23
000000115028,3
000000115014,5
000000115037,26
000000115042,18
000000115033,19
000000115018,3
000000115043,5
000000115055,24
000000115056,12
000000115071,3
000000115060,3
000000115075,3
000000115086,16
000000115070,4
000000115069,3
000000115077,3
000000115080,20
000000115088,5
000000115087,23
000000115106,19
000000115102,3
000000115089,14
000000115113,3
000000115108,3
000000115119,3
000000115117,25
000000115128,3
000000115126,3
000000115146,9
000000115144,23
000000115145,6
000000115132,3
000000115156,25
000000115151,4
000000115158,4
000000115157,19
000000115159,3
000000115162,6
000000115197,5
000000115178,26
000000115169,4
000000115182,3
000000115191,26
000000115218,10
000000115229,3
000000115222,4
000000115241,26
000000115237,14
000000115226,21
000000115243,3
000000115251,24
000000115250,3
000000115260,10
000000115266,6
000000115282,3
000000115274,4
000000115270,22
000000115275,25
000000115299,3
000000115305,3
000000115296,3
000000115292,25
000000115300,6
000000115291,3
000000115311,12
000000115314,5
000000115328,3
000000115316,3
000000115319,3
000000115355,3
000000115342,3
000000115331,3
000000115345,11
000000115356,3
000000115370,25
000000115358,3
000000115361,3
000000115359,4
000000115363,4
000000115365,3
000000115372,26
000000115374,5
000000115379,25
000000115403,6
000000115384,4
000000115378,6
000000115400,3
000000115392,13
000000115412,3
000000115404,3
000000115421,3
000000115419,20
000000115455,4
000000115442,12
000000115459,3
000000115422,9
000000115465,4
000000115481,16
000000115485,19
000000115475,3
000000115502,7
000000115505,17
000000115511,22
000000115506,24
000000115521,12
000000115515,3
000000115519,4
000000115518,18
000000115522,3
000000115536,23
000000115564,3
000000115524,3
000000115544,26
000000115566,3
000000115569,11
000000115571,3
000000115574,24
000000115599,3
000000115590,8
000000115584,3
000000115579,3
000000115604,11
000000115618,3
000000115616,3
000000115619,3
000000115626,21
000000115633,3
000000115632,3
000000115635,6
000000115638,3
000000115637,3
000000115636,26
000000115642,9
000000115639,3
000000115643,4
000000115654,23
000000115652,3
000000115645,22
000000115649,25
000000115660,3
000000115667,3
000000115676,17
000000115709,3
000000115707,3
000000115680,3
000000115681,23
000000115700,3
000000115692,3
000000115718,6
000000115719,26
000000115740,3
000000115721,4
000000115741,3
000000115743,3
000000115749,4
000000115752,25
000000115763,26
000000115777,3
000000115765,10
000000115776,7
000000115793,17
000000115772,25
000000115804,5
000000115791,25
000000115796,3
000000115816,11
000000115823,3
000000115829,9
000000115830,5
000000115845,6
000000115854,25
000000115851,5
000000115846,3
000000115859,5
000000115856,3
000000115862,22
000000115864,11
000000115866,4
000000115887,24
000000115875,22
000000115893,4
000000115911,4
000000115902,6
000000115912,10
000000115924,3
000000115917,25
000000115927,19
000000115930,10
000000115928,21
000000115939,4
000000115942,3
000000115950,5
000000115970,3
000000115959,3
000000115973,3
000000115992,3
000000115967,4
000000115954,3
000000116003,3
000000116005,3
000000116004,3
000000116006,4
000000116017,20
000000116023,3
000000116010,18
000000116026,3
000000116031,3
000000116032,3
000000116037,21
000000116040,5
000000116043,3
000000116048,3
000000116061,16
000000116046,3
000000116049,4
000000116064,5
000000116065,3
000000116067,6
000000116074,6
000000116078,3
000000116100,26
000000116083,17
000000116088,5
000000116096,24
000000116095,4
000000116126,3
000000116132,13
000000116123,3
000000116131,23
000000116133,25
000000116141,25
000000116147,4
000000116134,25
000000116149,3
000000116166,4
000000116155,5
000000116171,4
000000116174,17
000000116173,14
000000116186,3
000000116181,3
000000116202,9
000000116182,7
000000116196,23
000000116185,3
000000116207,6
000000116204,3
000000116210,20
000000116223,8
000000116220,13
000000116224,25
000000116229,25
000000116226,5
000000116252,4
000000116250,7
000000116244,4
000000116261,25
000000116255,5
000000116268,6
000000116272,7
000000116279,25
000000116270,3
000000116286,18
000000116289,4
000000116291,3
000000116295,9
000000116316,3
000000116336,3
000000116312,5
000000116334,22
000000116326,3
000000116339,3
000000116341,3
000000116358,26
000000116353,13
000000116354,4
000000116356,4
000000116352,3
000000116361,18
000000116370,13
000000116376,3
000000116380,6
000000116397,3
000000116389,3
000000116377,8
000000116393,8
000000116396,3
000000116398,3
000000116402,4
000000116405,3
000000116423,3
000000116431,24
000000116413,24
000000116434,3
000000116424,4
000000116453,3
000000116444,18
000000116462,4
000000116455,3
000000116461,26
000000116464,5
000000116480,3
000000116466,26
000000116497,12
000000116503,7
000000116502,4
000000116511,3
000000116517,3
000000116512,3
000000116556,5
000000116521,3
000000116518,4
000000116526,3
000000116557,26
000000116570,3
000000116562,3
000000116574,24
000000116572,26
000000116577,12
000000116582,17
000000116579,3
000000116588,25
000000116601,18
000000116592,3
000000116607,20
000000116603,3
000000116618,3
000000116617,3
000000116622,4
000000116625,6
000000116633,3
000000116656,3
000000116652,3
000000116650,3
000000116663,3
000000116675,5
000000116667,3
000000116677,3
000000116694,3
000000116678,3
000000116696,6
000000116708,24
000000116712,26
000000116717,4
000000116725,26
000000116722,3
000000116723,25
000000116731,5
000000116732,3
000000116746,3
000000116735,4
000000116737,24
000000116740,7
000000116755,3
000000116750,23
000000116741,7
000000116771,6
000000116789,4
000000116786,3
000000116783,19
000000116804,23
000000116794,3
000000116792,12
000000116803,20
000000116819,3
000000116845,14
000000116824,3
000000116827,3
000000116831,3
000000116834,3
000000116832,9
000000116848,3
000000116851,22
000000116854,3
000000116872,8
000000116861,3
000000116882,15
000000116881,3
000000116886,3
000000116887,3
000000116892,4
000000116900,4
000000116936,3
000000116894,3
000000116944,3
000000116927,3
000000116941,3
000000116911,3
000000116951,3
000000116963,3
000000116956,6
000000116968,3
000000116957,3
000000116982,3
000000116987,3
000000116988,3
000000116994,4
000000117014,3
000000117015,3
000000117009,26
000000117028,3
000000117019,26
000000117031,3
000000117026,26
000000117016,3
000000117037,23
000000117034,4
000000117036,3
000000117040,3
000000117046,4
000000117059,3
000000117049,4
000000117060,6
000000117061,25
000000117062,5
000000117064,5
000000117079,3
000000117071,3
000000117093,11
000000117089,19
000000117095,3
000000117094,26
000000117116,3
000000117117,26
000000117108,3
000000117105,11
000000117098,3
000000117112,3
000000117114,7
000000117119,3
000000117127,3
000000117125,24
000000117121,8
000000117140,3
000000117137,25
000000117131,25
000000117139,18
000000117146,3
000000117157,3
000000117156,3
000000117178,5
000000117160,3
000000117170,3
000000117191,26
000000117182,16
000000117179,3
000000117192,3
000000117201,14
000000117184,3
000000117203,4
000000117205,3
000000117223,3
000000117222,25
000000117218,19
000000117229,3
000000117230,13
000000117237,25
000000117262,3
000000117250,4
000000117275,3
000000117283,3
000000117284,4
000000117289,3
000000117286,3
000000117307,3
000000117304,3
000000117300,3
000000117317,5
000000117302,23
000000117310,3
000000117313,3
000000117308,26
000000117321,3
000000117319,3
000000117322,3
000000117325,3
000000117327,3
000000117328,3
000000117336,3
000000117352,3
000000117337,24
000000117349,24
000000117366,13
000000117360,3
000000117371,26
000000117368,24
000000117377,4
000000117380,20
000000117396,5
000000117379,4
000000117389,3
000000117403,20
000000117400,12
000000117404,3
000000117407,3
000000117417,23
000000117413,25
000000117418,25
000000117424,3
000000117428,6
000000117447,3
000000117432,3
000000117441,24
000000117458,3
000000117445,11
000000117454,3
000000117455,23
000000117466,25
000000117471,5
000000117507,3
000000117494,3
000000117496,3
000000117508,3
000000117497,3
000000117512,16
000000117514,25
000000117528,25
000000117527,3
000000117515,4
000000117530,4
000000117531,4
000000117536,3
000000117532,6
000000117535,3
000000117542,4
000000117543,19
000000117555,3
000000117563,3
000000117585,21
000000117584,4
000000117601,16
000000117637,19
000000117578,3
000000117636,3
000000117608,3
000000117639,8
000000117664,3
000000117644,19
000000117668,23
000000117674,12
000000117677,24
000000117667,4
000000117676,3
000000117679,26
000000117683,3
000000117684,6
000000117701,23
000000117691,3
000000117690,3
000000117704,3
000000117718,3
000000117725,3
000000117722,6
000000117721,24
000000117736,3
000000117764,5
000000117743,25
000000117770,3
000000117742,17
000000117759,4
000000117765,7
000000117768,15
000000117774,10
000000117786,16
000000117772,4
000000117788,3
000000117784,24
000000117781,3
000000117789,4
000000117792,4
000000117796,3
000000117834,3
000000117821,9
000000117839,25
000000117838,20
000000117836,23
000000117841,25
000000117849,23
000000117857,26
000000117867,3
000000117869,6
000000117871,4
000000117891,3
000000117897,5
000000117884,23
000000117916,23
000000117899,26
000000117918,3
000000117922,3
000000117931,6
000000117946,3
000000117937,26
000000117958,3
000000117935,4
000000117939,6
000000117941,3
000000117961,3
000000117973,7
000000117965,3
000000117988,3
000000117979,3
000000117969,26
000000117987,3
000000117991,3
000000117993,4
000000118019,4
000000117998,4
000000118022,25
000000118034,3
000000118051,8
000000118027,3
000000118060,4
000000118061,22
000000118065,3
000000118073,7
000000118081,6
000000118076,3
000000118087,3
000000118097,3
000000118086,23
000000118069,24
000000118089,4
000000118104,5
000000118106,3
000000118108,3
000000118109,24
000000118113,3
000000118110,3
000000118118,3
000000118124,25
000000118131,3
000000118134,3
000000118140,6
000000118150,25
000000118158,25
000000118162,12
000000118154,15
000000118167,3
000000118173,5
000000118169,10
000000118171,3
000000118181,3
000000118188,3
000000118191,3
000000118186,4
000000118195,3
000000118207,13
000000118199,8
000000118212,3
000000118219,3
000000118227,5
000000118234,4
000000118239,3
000000118237,25
000000118256,3
000000118242,3
000000118249,3
000000118246,3
000000118260,4
000000118272,4
000000118278,5
000000118277,5
000000118296,3
000000118299,3
000000118306,21
000000118312,3
000000118302,8
000000118320,4
000000118329,4
000000118330,5
000000118343,3
000000118342,22
000000118347,26
000000118344,12
000000118356,6
000000118363,4
000000118378,3
000000118366,4
000000118369,8
000000118379,3
000000118386,12
000000118399,4
000000118401,3
000000118404,3
000000118412,3
000000118406,26
000000118407,5
000000118413,3
000000118417,3
000000118422,26
000000118431,3
000000118457,26
000000118432,3
000000118436,5
000000118447,25
000000118450,3
000000118459,4
000000118463,26
000000118465,22
000000118471,23
000000118478,5
000000118477,5
000000118480,3
000000118507,25
000000118485,3
000000118514,10
000000118544,3
000000118529,4
000000118535,3
000000118534,3
000000118542,6
000000118550,6
000000118543,3
000000118563,3
000000118546,21
000000118564,26
000000118572,26
000000118584,3
000000118579,3
000000118581,3
000000118590,3
000000118598,3
000000118605,3
000000118606,3
000000118625,21
000000118638,25
000000118607,5
000000118612,9
000000118614,4
000000118615,16
000000118627,3
000000118673,21
000000118642,3
000000118644,22
000000118683,4
000000118674,10
000000118679,26
000000118680,7
000000118682,13
000000118690,5
000000118694,4
000000118703,20
000000118697,24
000000118715,3
000000118710,4
000000118723,6
000000118724,3
000000118726,4
000000118730,3
000000118740,5
000000118739,23
000000118734,4
000000118736,5
000000118728,3
000000118741,3
000000118742,3
000000118743,4
000000118745,3
000000118762,26
000000118769,25
000000118748,3
000000118771,3
000000118764,26
000000118777,3
000000118775,3
000000118783,3
000000118778,25
000000118787,3
000000118802,6
000000118785,8
000000118780,23
000000118788,23
000000118794,4
000000118811,3
000000118827,5
000000118839,12
000000118837,7
000000118806,3
000000118838,3
000000118846,3
000000118840,5
000000118852,23
000000118848,3
000000118851,3
000000118862,25
000000118870,4
000000118867,3
000000118866,4
000000118881,17
000000118889,8
000000118885,5
000000118895,3
000000118904,3
000000118909,13
000000118906,9
000000118916,25
000000118911,3
000000118918,3
000000118920,3
000000118925,10
000000118929,26
000000118927,5
000000118934,4
000000118956,5
000000118937,10
000000118936,20
000000118950,3
000000118960,3
000000118964,5
000000118957,3
000000118966,4
000000118965,4
000000118968,3
000000118970,3
000000118974,3
000000118989,3
000000118976,3
000000118994,26
000000119021,4
000000118997,18
000000119002,14
000000119006,9
000000119015,13
000000119016,5
000000119023,4
000000119027,3
000000119026,24
000000119034,3
000000119036,24
000000119047,3
000000119081,3
000000119053,25
000000119057,4
000000119061,3
000000119065,4
000000119075,7
000000119101,6
000000119087,3
000000119093,4
000000119108,3
000000119113,3
000000119124,26
000000119118,3
000000119114,4
000000119115,4
000000119120,3
000000119129,3
000000119134,3
000000119132,19
000000119137,6
000000119146,3
000000119139,3
000000119141,3
000000119145,3
000000119157,5
000000119181,6
000000119166,3
000000119171,25
000000119192,3
000000119169,13
000000119187,26
000000119194,3
000000119195,3
000000119199,6
000000119207,4
000000119210,24
000000119214,24
000000119225,3
000000119226,3
000000119232,21
000000119247,3
000000119244,20
000000119248,25
000000119263,3
000000119276,25
000000119290,3
000000119283,3
000000119292,3
000000119267,25
000000119294,3
000000119297,17
000000119299,4
000000119308,6
000000119304,3
000000119337,24
000000119320,5
000000119333,3
000000119345,3
000000119353,23
000000119357,3
000000119358,6
000000119360,8
000000119361,3
000000119384,24
000000119373,4
000000119370,21
000000119379,3
000000119402,3
000000119404,3
000000119414,26
000000119438,5
000000119419,25
000000119418,20
000000119423,3
000000119428,4
000000119441,3
000000119443,9
000000119449,3
000000119444,7
000000119458,3
000000119456,22
000000119469,3
000000119476,5
000000119460,23
000000119488,3
000000119492,6
000000119494,3
000000119502,10
000000119495,4
000000119505,4
000000119523,7
000000119513,3
000000119521,3
000000119525,22
000000119534,3
000000119529,3
000000119535,4
000000119536,8
000000119547,3
000000119540,25
000000119543,3
000000119551,3
000000119552,3
000000119550,3
000000119555,3
000000119560,11
000000119562,3
000000119563,25
000000119561,3
000000119600,3
000000119573,6
000000119571,4
000000119579,3
000000119594,5
000000119581,5
000000119596,3
000000119604,14
000000119617,19
000000119608,22
000000119618,18
000000119614,5
000000119636,3
000000119621,22
000000119630,24
000000119640,3
000000119647,3
000000119666,3
000000119669,3
000000119665,4
000000119678,3
000000119693,3
000000119686,3
000000119695,15
000000119706,3
000000119709,3
000000119710,5
000000119718,26
000000119714,25
000000119729,20
000000119748,4
000000119743,4
000000119730,21
000000119752,15
000000119750,6
000000119751,4
000000119761,20
000000119760,24
000000119755,4
000000119765,3
000000119776,3
000000119773,19
000000119766,3
000000119779,6
000000119798,8
000000119785,4
000000119787,4
000000119802,21
000000119799,3
000000119805,3
000000119808,3
000000119822,15
000000119815,22
000000119827,14
000000119834,25
000000119845,24
000000119849,3
000000119837,4
000000119854,10
000000119860,25
000000119861,3
000000119868,3
000000119870,24
000000119876,3
000000119884,4
000000119882,5
000000119891,3
000000119904,23
000000119909,3
000000119916,3
000000119922,5
000000119939,21
000000119923,5
000000119938,3
000000119947,3
000000119953,4
000000119961,5
000000119964,3
000000119962,26
000000119965,3
000000119966,11
000000119974,26
000000119979,4
000000119993,7
000000119982,4
000000120018,14
000000119994,4
000000120006,3
000000120007,26
000000120037,4
000000120021,25
000000120032,3
000000120038,25
000000120052,25
000000120044,25
000000120059,13
000000120046,3
000000120068,7
000000120060,3
000000120061,5
000000120067,3
000000120077,5
000000120070,16
000000120088,18
000000120099,3
000000120103,3
000000120108,7
000000120118,3
000000120127,22
000000120120,3
000000120125,26
000000120145,3
000000120129,7
000000120157,3
000000120147,4
000000120155,20
000000120159,3
000000120162,24
000000120164,3
000000120176,20
000000120178,3
000000120185,3
000000120179,5
000000120188,3
000000120224,3
000000120181,3
000000120197,3
000000120199,25
000000120207,24
000000120210,4
000000120230,3
000000120241,26
000000120246,9
000000120235,3
000000120234,3
000000120248,8
000000120247,24
000000120254,3
000000120259,3
000000120276,3
000000120274,4
000000120285,10
000000120320,20
000000120282,3
000000120329,24
000000120333,14
000000120335,3
000000120347,3
000000120357,3
000000120340,4
000000120356,11
000000120360,24
000000120370,25
000000120369,19
000000120375,23
000000120385,3
000000120398,3
000000120376,5
000000120399,13
000000120407,5
000000120388,3
000000120380,3
000000120400,7
000000120414,7
000000120412,3
000000120411,3
000000120416,4
000000120441,23
000000120431,3
000000120428,19
000000120447,5
000000120462,5
000000120466,3
000000120475,8
000000120478,6
000000120472,3
000000120473,14
000000120490,3
000000120509,18
000000120518,5
000000120519,3
000000120491,3
000000120499,3
000000120520,24
000000120511,4
000000120527,3
000000120537,5
000000120524,3
000000120535,3
000000120529,3
000000120544,7
000000120541,9
000000120585,23
000000120566,4
000000120592,4
000000120615,3
000000120595,24
000000120601,4
000000120613,12
000000120632,5
000000120642,3
000000120643,20
000000120644,3
000000120655,26
000000120645,3
000000120648,7
000000120666,3
000000120670,3
000000120674,3
000000120682,3
000000120697,3
000000120676,3
000000120703,3
000000120683,6
000000120706,8
000000120721,3
000000120717,4
000000120718,3
000000120737,3
000000120734,3
000000120743,3
000000120744,3
000000120759,25
000000120747,25
000000120745,7
000000120771,4
000000120767,24
000000120776,3
000000120780,4
000000120782,14
000000120778,20
000000120783,3
000000120785,4
000000120790,3
000000120805,4
000000120806,3
000000120810,4
000000120792,3
000000120811,3
000000120818,19
000000120826,23
000000120819,20
000000120827,23
000000120836,6
000000120831,3
000000120846,3
000000120874,6
000000120850,3
000000120858,3
000000120872,4
000000120860,25
000000120887,23
000000120875,3
000000120882,3
000000120907,5
000000120918,3
000000120905,3
000000120926,3
000000120935,24
000000120939,6
000000120952,3
000000120940,4
000000120961,3
000000120964,11
000000120969,24
000000120971,24
000000120966,3
000000120977,3
000000120987,3
000000120986,23
000000120994,24
000000121000,5
000000121014,12
000000121001,3
000000121006,10
000000121032,3
000000121016,10
000000121018,4
000000121041,3
000000121040,4
000000121046,14
000000121047,3
000000121052,3
000000121068,8
000000121056,11
000000121083,3
000000121087,7
000000121089,3
000000121088,3
000000121101,3
000000121110,25
000000121107,5
000000121106,25
000000121112,3
000000121142,3
000000121116,4
000000121123,4
000000121143,3
000000121152,3
000000121154,3
000000121167,6
000000121157,3
000000121162,3
000000121168,3
000000121172,14
000000121174,19
000000121196,3
000000121188,3
000000121184,3
000000121210,26
000000121181,19
000000121193,24
000000121211,5
000000121226,3
000000121215,3
000000121219,21
000000121222,3
000000121235,3
000000121229,3
000000121232,24
000000121237,14
000000121241,3
000000121260,3
000000121249,4
000000121255,7
000000121263,3
000000121316,25
000000121302,26
000000121326,3
000000121318,3
000000121322,9
000000121328,3
000000121333,7
000000121340,3
000000121344,3
000000121349,4
000000121350,5
000000121351,26
000000121356,3
000000121361,3
000000121358,3
000000121363,3
000000121365,26
000000121366,4
000000121372,21
000000121381,3
000000121384,3
000000121414,25
000000121420,6
000000121393,3
000000121441,3
000000121430,3
000000121445,21
000000121442,19
000000121448,8
000000121443,11
000000121446,3
000000121452,3
000000121453,3
000000121454,3
000000121457,3
000000121519,13
000000121461,4
000000121493,3
000000121472,3
000000121503,3
000000121521,25
000000121525,24
000000121534,21
000000121526,3
000000121556,3
000000121530,3
000000121535,18
000000121555,26
000000121547,6
000000121560,3
000000121557,3
000000121559,4
000000121565,9
000000121572,24
000000121570,10
000000121562,18
000000121575,4
000000121589,25
000000121582,3
000000121598,3
000000121610,3
000000121599,3
000000121602,5
000000121611,16
000000121601,24
000000121613,4
000000121615,11
000000121612,3
000000121618,20
000000121619,14
000000121622,3
000000121632,24
000000121633,3
000000121644,3
000000121659,4
000000121647,23
000000121661,3
000000121651,23
000000121649,7
000000121665,20
000000121663,3
000000121666,11
000000121676,3
000000121677,26
000000121678,6
000000121682,25
000000121683,3
000000121690,4
000000121692,3
000000121693,17
000000121709,3
000000121706,3
000000121716,9
000000121718,25
000000121720,9
000000121731,3
000000121745,3
000000121748,3
000000121749,3
000000121754,25
000000121778,11
000000121779,3
000000121769,25
000000121762,3
000000121782,3
000000121785,3
000000121812,3
000000121783,10
000000121795,3
000000121788,7
000000121792,3
000000121817,3
000000121824,5
000000121826,25
000000121827,4
000000121828,3
000000121841,6
000000121839,26
000000121852,3
000000121857,8
000000121867,3
000000121849,3
000000121869,3
000000121875,5
000000121873,3
000000121876,8
000000121879,3
000000121897,4
000000121884,3
000000121891,4
000000121901,4
000000121902,3
000000121903,14
000000121929,3
000000121904,25
000000121920,3
000000121951,3
000000121931,3
000000121938,21
000000121949,4
000000121943,20
000000121952,7
000000121959,5
000000121954,25
000000121961,4
000000121965,9
000000121987,26
000000121977,3
000000121989,25
000000122001,4
000000121997,5
000000121994,7
000000122017,3
000000122007,3
000000122028,3
000000122029,14
000000122020,26
000000122039,3
000000122040,3
000000122047,25
000000122051,3
000000122097,23
000000122093,26
000000122064,3
000000122099,3
000000122073,3
000000122105,6
000000122108,3
000000122109,4
000000122116,4
000000122117,3
000000122118,24
000000122120,6
000000122123,3
000000122135,3
000000122142,8
000000122137,3
